3347439725,656250	2,177734	-1,544839	-0,004883	2,524414	2,490234
3347439725,750000	2,045898	-2,095188	-0,004883	2,529297	2,456055
3347439725,843750	2,080078	-1,952505	-0,004883	2,524414	2,480469
3347439725,953125	2,084961	-1,932122	0,000000	2,524414	2,514648
3347439726,046875	2,148437	-1,667139	-0,004883	2,534180	2,495117
3347439726,156250	1,992187	-2,319404	-0,009766	2,529297	2,495117
3347439726,250000	2,128906	-1,748672	-0,009766	2,514648	2,500000
3347439726,359375	2,055664	-2,054421	-0,004883	2,529297	2,495117
3347439726,453125	2,216797	-1,381773	-0,004883	2,529297	2,456055
3347439726,546875	2,050781	-2,074805	-0,004883	2,524414	2,470703
3347439726,656250	2,148437	-1,667139	-0,004883	2,529297	2,524414
3347439726,750000	2,036133	-2,135955	-0,004883	2,529297	2,495117
3347439726,859375	2,231445	-1,320623	-0,004883	2,529297	2,475586
3347439726,953125	2,080078	-1,952505	-0,004883	2,514648	2,500000
3347439727,046875	2,031250	-2,156338	-0,004883	2,519531	2,495117
3347439727,156250	2,041016	-2,115571	-0,004883	2,529297	2,456055
3347439727,250000	2,158203	-1,626372	-0,004883	2,529297	2,480469
3347439727,359375	2,075195	-1,972888	-0,004883	2,524414	2,490234
3347439727,453125	2,084961	-1,932122	-0,004883	2,534180	2,495117
3347439727,562500	2,001953	-2,278638	-0,004883	2,529297	2,470703
3347439727,656250	2,084961	-1,932122	-0,004883	2,524414	2,495117
3347439727,750000	2,158203	-1,626372	-0,004883	2,529297	2,490234
3347439727,859375	2,075195	-1,972888	-0,004883	2,529297	2,465820
3347439727,953125	2,070312	-1,993272	-0,004883	2,524414	2,475586
3347439728,062500	2,216797	-1,381773	-0,004883	2,514648	2,509766
3347439728,156250	2,016602	-2,217488	-0,009766	2,529297	2,514648
3347439728,265625	2,031250	-2,156338	-0,004883	2,524414	2,485352
3347439728,359375	2,124023	-1,769055	-0,004883	2,519531	2,485352
3347439728,453125	2,109375	-1,830205	0,000000	2,529297	2,495117
3347439728,562500	2,089844	-1,911738	-0,004883	2,519531	2,475586
3347439728,656250	2,026367	-2,176721	-0,004883	2,524414	2,475586
3347439728,765625	2,158203	-1,626372	0,000000	2,519531	2,519531
3347439728,859375	2,128906	-1,748672	-0,004883	2,529297	2,519531
3347439728,968750	2,075195	-1,972888	-0,009766	2,519531	2,480469
3347439729,062500	2,036133	-2,135955	-0,004883	2,519531	2,480469
3347439729,156250	2,128906	-1,748672	-0,004883	2,524414	2,485352
3347439729,265625	2,031250	-2,156338	-0,004883	2,529297	2,465820
3347439729,359375	2,197266	-1,463306	-0,009766	2,529297	2,480469
3347439729,468750	1,982422	-2,360171	-0,004883	2,529297	2,519531
3347439729,562500	2,080078	-1,952505	0,000000	2,529297	2,543945
3347439729,671875	2,109375	-1,830205	-0,004883	2,534180	2,568359
3347439729,765625	2,089844	-1,911738	0,048828	2,524414	2,543945
3347439729,859375	1,987305	-2,339788	0,083008	2,529297	2,553711
3347439729,968750	2,021484	-2,197105	0,117187	2,534180	2,563477
3347439730,062500	2,124023	-1,769055	0,146484	2,524414	2,622070
3347439730,171875	2,143555	-1,687522	0,185547	2,524414	2,583008
3347439730,265625	2,158203	-1,626372	0,214844	2,529297	2,592773
3347439730,375000	2,167969	-1,585606	0,263672	2,529297	2,617187
3347439730,468750	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439730,562500	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439730,890625	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439730,890625	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439730,984375	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,093750	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,187500	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,281250	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,390625	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,484375	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,593750	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,687500	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,796875	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,890625	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439731,984375	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439732,093750	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439732,187500	0,000000	-10,635791	0,000000	0,000000	0,000000
3347439732,296875	2,250977	-1,239089	1,279297	2,646484	2,456055
3347439734,343750	2,260742	-1,198323	1,284180	2,661133	2,514648
3347439734,375000	2,221680	-1,361389	1,293945	2,666016	2,495117
3347439734,453125	2,285156	-1,096406	1,308594	2,670898	2,495117
3347439734,546875	2,294922	-1,055640	1,342773	2,680664	2,529297
3347439734,656250	2,426758	-0,505291	1,347656	2,675781	2,573242
3347439734,750000	2,290039	-1,076023	1,362305	2,705078	2,583008
3347439734,859375	2,402344	-0,607207	1,396484	2,714844	2,470703
3347439734,953125	2,304687	-1,014873	1,411133	2,714844	2,416992
3347439735,046875	2,392578	-0,647974	1,416016	2,729492	2,524414
3347439735,156250	2,373047	-0,729507	1,435547	2,719727	2,485352
3347439735,250000	2,343750	-0,851807	1,445312	2,709961	2,480469
3347439735,359375	2,333984	-0,892573	1,445312	2,714844	2,475586
3347439735,453125	2,431641	-0,484907	1,445312	2,719727	2,475586
3347439735,546875	2,319336	-0,953723	1,450195	2,734375	2,504883
3347439735,656250	2,353516	-0,811040	1,459961	2,724609	2,456055
3347439735,750000	2,368164	-0,749890	1,479492	2,734375	2,563477
3347439735,859375	2,226562	-1,341006	1,494141	2,744141	2,431641
3347439735,953125	2,460937	-0,362608	1,484375	2,734375	2,485352
3347439736,062500	2,358398	-0,790657	1,494141	2,773437	2,495117
3347439736,156250	2,353516	-0,811040	1,499023	2,763672	2,529297
3347439736,250000	2,363281	-0,770274	1,503906	2,763672	2,583008
3347439736,359375	2,543945	-0,016091	1,503906	2,773437	2,495117
3347439736,453125	2,329102	-0,912957	1,518555	2,778320	2,490234
3347439736,562500	2,583008	0,146975	1,503906	2,792969	2,470703
3347439736,656250	2,436523	-0,464524	1,513672	2,792969	2,563477
3347439736,765625	2,456055	-0,382991	1,523437	2,763672	2,568359
3347439736,859375	2,324219	-0,933340	1,518555	2,773437	2,509766
3347439736,953125	2,539062	-0,036475	1,528320	2,792969	2,524414
3347439737,062500	2,309570	-0,994490	1,538086	2,783203	2,587891
3347439737,156250	2,524414	-0,097625	1,542969	2,792969	2,485352
3347439737,265625	2,324219	-0,933340	1,547852	2,783203	2,421875
3347439737,359375	2,524414	-0,097625	1,557617	2,768555	2,436523
3347439737,468750	2,373047	-0,729507	1,562500	2,778320	2,490234
3347439737,562500	2,465820	-0,342224	1,557617	2,792969	2,495117
3347439737,656250	2,333984	-0,892573	1,567383	2,768555	2,563477
3347439737,765625	2,446289	-0,423757	1,567383	2,792969	2,495117
3347439737,859375	2,290039	-1,076023	1,572266	2,773437	2,504883
3347439737,968750	2,529297	-0,077241	1,557617	2,783203	2,480469
3347439738,062500	2,324219	-0,933340	1,572266	2,788086	2,548828
3347439738,171875	2,456055	-0,382991	1,577148	2,792969	2,573242
3347439738,265625	2,348633	-0,831423	1,586914	2,792969	2,456055
3347439738,359375	2,465820	-0,342224	1,572266	2,792969	2,583008
3347439738,468750	2,392578	-0,647974	1,596680	2,812500	2,485352
3347439738,562500	2,534180	-0,056858	1,616211	2,802734	2,495117
3347439738,671875	2,407227	-0,586824	1,630859	2,792969	2,495117
3347439738,765625	2,470703	-0,321841	1,635742	2,812500	2,456055
3347439738,875000	2,500000	-0,199541	1,625977	2,822266	2,475586
3347439738,968750	2,509766	-0,158774	1,616211	2,832031	2,563477
3347439739,062500	2,470703	-0,321841	1,616211	2,812500	2,539062
3347439739,171875	2,485352	-0,260691	1,625977	2,812500	2,402344
3347439739,265625	2,460937	-0,362608	1,625977	2,836914	2,465820
3347439739,375000	2,368164	-0,749890	1,621094	2,802734	2,500000
3347439739,468750	2,451172	-0,403374	1,611328	2,827148	2,416992
3347439739,578125	2,358398	-0,790657	1,621094	2,807617	2,558594
3347439739,671875	2,436523	-0,464524	1,630859	2,836914	2,456055
3347439739,765625	2,441406	-0,444141	1,621094	2,856445	2,436523
3347439739,875000	2,504883	-0,179158	1,611328	2,812500	2,421875
3347439739,968750	2,480469	-0,281074	1,601562	2,822266	2,534180
3347439740,078125	2,539062	-0,036475	1,606445	2,851562	2,436523
3347439740,171875	2,465820	-0,342224	1,591797	2,836914	2,622070
3347439740,281250	2,563477	0,065442	1,596680	2,861328	2,500000
3347439740,375000	2,465820	-0,342224	1,611328	2,856445	2,456055
3347439740,468750	2,534180	-0,056858	1,621094	2,841797	2,436523
3347439740,578125	2,500000	-0,199541	1,621094	2,866211	2,548828
3347439740,671875	2,573242	0,106208	1,625977	2,846680	2,495117
3347439740,781250	2,465820	-0,342224	1,635742	2,841797	2,446289
3347439740,875000	2,558594	0,045059	1,630859	2,851562	2,446289
3347439740,984375	2,490234	-0,240308	1,635742	2,841797	2,500000
3347439741,078125	2,568359	0,085825	1,635742	2,846680	2,490234
3347439741,171875	2,485352	-0,260691	1,630859	2,871094	2,500000
3347439741,281250	2,519531	-0,118008	1,650391	2,851562	2,451172
3347439741,375000	2,524414	-0,097625	1,645508	2,866211	2,548828
3347439741,484375	2,563477	0,065442	1,660156	2,851562	2,456055
3347439741,578125	2,407227	-0,586824	1,665039	2,871094	2,543945
3347439741,671875	2,519531	-0,118008	1,650391	2,846680	2,441406
3347439741,781250	2,460937	-0,362608	1,650391	2,841797	2,612305
3347439741,875000	2,548828	0,004292	1,650391	2,851562	2,495117
3347439741,984375	2,382812	-0,688740	1,655273	2,841797	2,573242
3347439742,078125	2,578125	0,126592	1,669922	2,841797	2,426758
3347439742,187500	2,475586	-0,301458	1,674805	2,846680	2,387695
3347439742,281250	2,612305	0,269275	1,684570	2,880859	2,539062
3347439742,375000	2,456055	-0,382991	1,684570	2,841797	2,363281
3347439742,484375	2,485352	-0,260691	1,689453	2,856445	2,465820
3347439742,578125	2,500000	-0,199541	1,689453	2,880859	2,500000
3347439742,687500	2,553711	0,024675	1,684570	2,841797	2,524414
3347439742,781250	2,524414	-0,097625	1,704102	2,832031	2,490234
3347439742,890625	2,553711	0,024675	1,704102	2,851562	2,397461
3347439742,984375	2,377930	-0,709124	1,699219	2,861328	2,500000
3347439743,078125	2,587891	0,167358	1,723633	2,851562	2,529297
3347439743,187500	2,514648	-0,138391	1,723633	2,832031	2,529297
3347439743,281250	2,495117	-0,219924	1,723633	2,836914	2,539062
3347439743,390625	2,431641	-0,484907	1,713867	2,822266	2,524414
3347439743,484375	2,451172	-0,403374	1,708984	2,832031	2,397461
3347439743,593750	2,587891	0,167358	1,723633	2,827148	2,495117
3347439743,687500	2,407227	-0,586824	1,733398	2,827148	2,431641
3347439743,781250	2,504883	-0,179158	1,748047	2,792969	2,456055
3347439743,890625	2,265625	-1,177940	1,743164	2,812500	2,495117
3347439743,984375	2,431641	-0,484907	1,743164	2,802734	2,412109
3347439744,093750	2,363281	-0,770274	1,748047	2,812500	2,451172
3347439744,187500	2,480469	-0,281074	1,757812	2,812500	2,475586
3347439744,296875	2,358398	-0,790657	1,757812	2,802734	2,543945
3347439744,390625	2,626953	0,330425	1,767578	2,792969	2,504883
3347439744,484375	2,382812	-0,688740	1,772461	2,773437	2,485352
3347439744,593750	2,412109	-0,566441	1,777344	2,753906	2,377930
3347439744,687500	2,358398	-0,790657	1,782227	2,744141	2,539062
3347439744,796875	2,426758	-0,505291	1,782227	2,724609	2,500000
3347439744,890625	2,207031	-1,422539	1,796875	2,719727	2,446289
3347439745,000000	2,338867	-0,872190	1,782227	2,719727	2,490234
3347439745,093750	2,338867	-0,872190	1,791992	2,729492	2,451172
3347439745,187500	2,456055	-0,382991	1,806641	2,719727	2,465820
3347439745,296875	2,319336	-0,953723	1,806641	2,719727	2,456055
3347439745,390625	2,294922	-1,055640	1,826172	2,680664	2,583008
3347439745,500000	2,211914	-1,402156	1,821289	2,719727	2,548828
3347439745,593750	2,309570	-0,994490	1,821289	2,724609	2,514648
3347439745,703125	2,319336	-0,953723	1,835937	2,709961	2,617187
3347439745,796875	2,446289	-0,423757	1,826172	2,714844	2,490234
3347439745,890625	2,265625	-1,177940	1,835937	2,680664	2,250977
3347439746,000000	2,294922	-1,055640	1,840820	2,714844	2,504883
3347439746,093750	2,246094	-1,259473	1,840820	2,714844	2,519531
